Métrica,Valor
Costo Objetivo,257896
Mejor Costo,258104
Error,208
Error Relativo,0.000807
Peor Costo,258104
Costo Promedio,258104
Desviacion Estándar Costo,0.0000
Tiempo Promedio de Ejecucion (s),29.939035
Desviacion Porcentual (%),0.000000
Generación Óptima Promedio,nan
Generación más Rápida,1000
Semilla,5
