Métrica,Valor
Costo Objetivo,23468
Mejor Costo,23468
Peor Costo,23468
Costo Promedio,23468
Desviación Estándar Costo,0.0000
Tiempo Promedio de Ejecución,0.054221s
Mejor Tiempo de Ejecución,0.027588s
Desviación del Tiempo,0.019582
Generación Óptima Promedio,3.67
Generación más Rápida,2
Semilla más Rápida,2
