Métrica,Valor
Mejor Costo,23468.00
Peor Costo,23932.00
Costo Promedio,23532.22
Desviacion Estandar Costo,159.21
Tiempo Promedio de Ejecucion (s),0.06
Desviacion Porcentual (%),1.98
