Métrica,Valor
Mejor Costo,23468.00
Peor Costo,23468.00
Costo Promedio,23468.00
Desviacion Estandar Costo,0.00
Tiempo Promedio de Ejecucion (s),0.11
Desviacion Porcentual (%),0.00
