Métrica,Valor
Costo Objetivo,25038
Mejor Costo,25038
Peor Costo,25038
Costo Promedio,25038
Desviación Estándar Costo,0.0000
Tiempo Promedio de Ejecución,0.047565s
Mejor Tiempo de Ejecución,0.000000s
Desviación del Tiempo,0.047732
Generación Óptima Promedio,33.44
Generación más Rápida,4
Semilla más Rápida,2
