Métrica,Valor
Costo Objetivo,21864
Mejor Costo,21864
Peor Costo,21864
Costo Promedio,21864
Desviación Estándar Costo,0.0000
Tiempo Promedio de Ejecución,0.024025s
Mejor Tiempo de Ejecución,0.012000s
Desviación del Tiempo,0.009414
Generación Óptima Promedio,6.00
Generación más Rápida,3
Semilla más Rápida,2
