Métrica,Valor
Costo Objetivo,257896
Mejor Costo,258436
Error,540
Error Relativo,0.002094
Peor Costo,258897
Costo Promedio,258728
Desviación Estándar Costo,143.8794
Tiempo Promedio de Ejecución,0.092270s
Mejor Tiempo de Ejecución,0.082474s
Desviación del Tiempo,0.008612 %
Semilla Mejor Costo,3
