Métrica,Valor
Mejor Costo,30381.00
Peor Costo,45940.00
Costo Promedio,37574.13
Desviacion Estandar Costo,3259.97
Tiempo Promedio de Ejecucion (s),0.04
Desviacion Porcentual (%),51.21
