Métrica,Valor
Costo Objetivo,25038
Mejor Costo,25038
Peor Costo,25132
Costo Promedio,25080
Desviación Estándar Costo,46.7090
Tiempo Promedio de Ejecución,1.443324s
Mejor Tiempo de Ejecución,0.014998s
Desviación del Tiempo,1.589795
Generación Óptima Promedio,4.40
Generación más Rápida,2
Semilla más Rápida,2
