Métrica,Valor
Costo Objetivo,22119
Mejor Costo,22119
Peor Costo,22119
Costo Promedio,22119
Desviación Estándar Costo,0.0000
Tiempo Promedio de Ejecución,0.017587s
Mejor Tiempo de Ejecución,0.002923s
Desviación del Tiempo,0.006859
Generación Óptima Promedio,5.00
Generación más Rápida,4
Semilla más Rápida,2
