Métrica,Valor
Costo Objetivo,23976
Mejor Costo,23976
Peor Costo,23976
Costo Promedio,23976
Desviación Estándar Costo,0.0000
Tiempo Promedio de Ejecución,0.022110s
Mejor Tiempo de Ejecución,0.005419s
Desviación del Tiempo,0.010088
Generación Óptima Promedio,6.00
Generación más Rápida,3
Semilla más Rápida,2
