Métrica,Valor
Costo Objetivo,23976
Mejor Costo,23976
Peor Costo,23976
Costo Promedio,23976
Desviación Estándar Costo,0.0000
Tiempo Promedio de Ejecución,0.024223s
Mejor Tiempo de Ejecución,0.000000s
Desviación del Tiempo,0.012352
Generación Óptima Promedio,16.89
Generación más Rápida,4
Semilla más Rápida,2
