Métrica,Valor
Costo Objetivo,257964
Mejor Costo,258013
Error,49
Error Relativo,0.000190
Peor Costo,258192
Costo Promedio,258092
Desviación Estándar Costo,51.1664
Tiempo Promedio de Ejecución,4.737344s
Mejor Tiempo de Ejecución,4.651471s
Desviación del Tiempo,0.051676 %
Semilla Mejor Costo,13
