Métrica,Valor
Costo Objetivo,257573
Mejor Costo,257610
Error,37
Error Relativo,0.000144
Peor Costo,258089
Costo Promedio,257738
Desviación Estándar Costo,147.8618
Tiempo Promedio de Ejecución,7.232383s
Mejor Tiempo de Ejecución,7.133706s
Desviación del Tiempo,0.081294 %
Semilla Mejor Costo,5
