Seed 0: Mejor Costo = 259163, Tiempo = 0.12123s, Generación Óptima = None
Seed 1: Mejor Costo = 259163, Tiempo = 0.07812s, Generación Óptima = None
Seed 2: Mejor Costo = 259198, Tiempo = 0.08624s, Generación Óptima = None
Seed 3: Mejor Costo = 258670, Tiempo = 0.09034s, Generación Óptima = None
Seed 4: Mejor Costo = 259218, Tiempo = 0.08790s, Generación Óptima = None
Seed 5: Mejor Costo = 258854, Tiempo = 0.10991s, Generación Óptima = None
Seed 6: Mejor Costo = 258786, Tiempo = 0.08738s, Generación Óptima = None
Seed 7: Mejor Costo = 258914, Tiempo = 0.12554s, Generación Óptima = None
Seed 8: Mejor Costo = 259267, Tiempo = 0.11190s, Generación Óptima = None
