Métrica,Valor
Costo Objetivo,22119
Mejor Costo,22119
Error,0
Error Relativo,0.000000
Peor Costo,22119
Costo Promedio,22119
Desviacion Estándar Costo,0.0000
Tiempo Promedio de Ejecucion (s),0.082949
Desviacion Porcentual (%),0.000000
Generación Óptima Promedio,4.11
Generación más Rápida,3
Semilla,0
