Métrica,Valor
Costo Objetivo,23976
Mejor Costo,23976
Peor Costo,23976
Costo Promedio,23976
Desviación Estándar Costo,0.0000
Tiempo Promedio de Ejecución,0.017142s
Mejor Tiempo de Ejecución,0.009567s
Desviación del Tiempo,0.004049
Generación Óptima Promedio,4.22
Generación más Rápida,2
Semilla más Rápida,2
