Seed 2: Mejor Costo = 258712, Tiempo = 0.07947s, Generación Óptima = None
Seed 3: Mejor Costo = 258574, Tiempo = 0.06772s, Generación Óptima = None
Seed 5: Mejor Costo = 258559, Tiempo = 0.08038s, Generación Óptima = None
Seed 7: Mejor Costo = 258824, Tiempo = 0.07528s, Generación Óptima = None
Seed 11: Mejor Costo = 258650, Tiempo = 0.07155s, Generación Óptima = None
Seed 13: Mejor Costo = 258997, Tiempo = 0.06711s, Generación Óptima = None
Seed 17: Mejor Costo = 258514, Tiempo = 0.06668s, Generación Óptima = None
Seed 19: Mejor Costo = 258684, Tiempo = 0.07341s, Generación Óptima = None
Seed 23: Mejor Costo = 258956, Tiempo = 0.07623s, Generación Óptima = None
