Métrica,Valor
Costo Objetivo,22119
Mejor Costo,22119
Peor Costo,22119
Costo Promedio,22119
Desviación Estándar Costo,0.0000
Tiempo Promedio de Ejecución,0.020663s
Mejor Tiempo de Ejecución,0.010046s
Desviación del Tiempo,0.008806
Generación Óptima Promedio,5.56
Generación más Rápida,3
Semilla más Rápida,2
